case_id,category,expected_label,baseline_decision,baseline_risk_score,defended_decision,defended_risk_score,defense_severity,is_suspicious,defense_reasons,baseline_correct,defended_correct,baseline_execution_time_ms,defended_execution_time_ms
malicious_16,malicious,BLOCK,ALLOW,15,BLOCK,100,BLOCK,True,Extremely long browser string: 200 chars,False,True,171.68736457824707,0.0
malicious_17,malicious,BLOCK,MFA,30,BLOCK,100,BLOCK,True,Malformed IP address: 999.999.999.999,False,True,185.866117477417,0.0
malicious_18,malicious,BLOCK,ALLOW,15,BLOCK,100,BLOCK,True,Extremely long browser string: 200 chars,False,True,165.93194007873535,0.0
malicious_19,malicious,BLOCK,MFA,30,BLOCK,100,BLOCK,True,Malformed IP address: 999.999.999.999,False,True,186.8903636932373,0.0
malicious_20,malicious,BLOCK,ALLOW,15,BLOCK,100,BLOCK,True,Obvious injection pattern found in browser string,False,True,168.02310943603516,0.0
malicious_21,malicious,BLOCK,ALLOW,15,BLOCK,100,BLOCK,True,Obvious injection pattern found in browser string,False,True,175.40383338928223,0.0
malicious_22,malicious,BLOCK,ALLOW,25,BLOCK,100,BLOCK,True,Obvious injection pattern found in device string,False,True,159.84630584716797,0.0
malicious_23,malicious,BLOCK,ALLOW,15,BLOCK,100,BLOCK,True,Obvious injection pattern found in browser string,False,True,165.0373935699463,0.0
malicious_24,malicious,BLOCK,ALLOW,15,BLOCK,100,BLOCK,True,Obvious injection pattern found in browser string,False,True,173.7384796142578,0.0
malicious_25,malicious,BLOCK,MFA,30,BLOCK,100,BLOCK,True,Malformed IP address: 999.999.999.999,False,True,191.39528274536133,0.0
malicious_26,malicious,BLOCK,ALLOW,0,BLOCK,100,BLOCK,True,Invalid hour: 25,False,True,179.05330657958984,0.0
malicious_27,malicious,BLOCK,ALLOW,0,BLOCK,100,BLOCK,True,Invalid hour: 25,False,True,196.8388557434082,0.0
malicious_28,malicious,BLOCK,ALLOW,15,BLOCK,100,BLOCK,True,Extremely long browser string: 200 chars,False,True,189.68868255615234,0.0
malicious_29,malicious,BLOCK,ALLOW,0,BLOCK,100,BLOCK,True,Invalid hour: 25,False,True,181.4281940460205,0.0
